sampling_location,duplicate_sample,sample_date,sample_time,weather_condition_dry_or_wet,top_sample_temperature_c,bottom_sample_temperature_c,site_actual_depth_ft,top_sample_depth_ft,bottom_sample_depth_ft,top_salinity_psu,bottom_salinity_psu,top_conductivity_s_m,bottom_conductivity_s_m,ctd_conductivity_temperature_depth_profiler_top_dissolved_oxygen_mg_l,ctd_conductivity_temperature_depth_profiler_bottom_dissolved_oxygen_mg_l,percentage_o2_saturation_top_sample,percentage_o2_saturation_bottom_sample,light_trans_transparency_top_sample,light_trans_transparency_bottom_sample,top_sigma_t_kg_m3,bottom_sigma_t_kg_m3,top_fluorometer_mg_m3,bottom_fluorometer_mg_m3,ctd_conductivity_temperature_depth_profiler_ph_top_sample,ctd_conductivity_temperature_depth_profiler_ph_bottom_sample,top_sample_photosysthetically_active_radiation_reference_400_700nm_light_ue_s,top_sample_par_ue_s_m2,bottom_sample_par_ue_s_ue_s_m2,oxidation_reduction_potential_mv_top_sample,oxidation_reduction_potential_mv_bottom_sample,current_speed_knot,current_direction_current_direction,wind_speed_mph,wind_direction_wind_direction,sea_state,winkler_method_top_dissolved_oxygen_mg_l,winkler_method_bottom_dissolved_oxygen_mg_l,secchi_depth_ft,top_ph,bottom_ph,top_total_coliform_cells_100_ml,top_bottom_coliform_cells_100_ml,fecal_coliform_top_sample_less_than_or_greater_than_result,fecal_coliform_bottom_sample_less_than_or_greater_than_result,top_fecal_coliform_bacteria_cells_100ml,bottom_fecal_coliform_bacteria_cells_100ml,enterococcus_top_sample_less_than_or_greater_than_result,enterococcus_bottom_sample_less_than_or_greater_than_result,top_enterococci_bacteria_cells_100ml,bottom_enterococci_bacteria_cells_100ml,top_nitrate_nitrite_mg_l,bottom_nitrate_nitrite_mg_l,top_ammonium_mg_l,bottom_ammonium_mg_l,top_ortho_phosphorus_mg_l,bottom_ortho_phosphorus_mg_l,top_total_kjeldhal_nitrogen_mg_l,bottom_total_kjeldhal_nitrogen_mg_l,top_silica_mg_l,bottom_silica_mg_l,total_phosphorus_mg_l,bottom_total_phosphorus_mg_l,top_total_suspended_solid_mg_l,bottom_total_suspended_solid_mg_l,top_active_chlorophyll_a_g_l,bottom_active_chlorophyll_a_g_l,chlorophyll_top_sample_field_u_l_ysi,chlorophyll_bottom_sample_field_u_l_ysi,top_total_organic_carbon_mg_l,top_dissolved_organic_carbon_mg_l,bottom_dissolved_organic_carbon_mg_l,top_dissolved_organic_carbon_ysi_mg_l,bottom_dissolved_organic_carbon_ysi_mg_l,top_sample_depth_ysi_ft,bottom_depth_ysi_ft,top_sample_salinity_ysi_psu,bottom_sample_salinity_ysi_psu,top_sample_temperature_ysi_c,bottom_sample_temperature_ysi_c,top_bacteria_per_c_c_1909,bottom_bacteria_per_c_c_1909,top_beam_attenuation_coefficient,bottom_beam_attenuation_coefficient,top_five_day_biochemical_oxygen_demand_mg_l,bottom_five_day_biochemical_oxygen_demand_mg_l,top_pcb_plate_count_thous_ml,bottom_pcb_plate_count_thous_ml,top_coliform_log_no_ml,bottom_coliform_log_no_ml,oakwood_bod_top_sample_mg_l,oakwood_bod_bottom_sample_mg_l,oakwood_total_suspended_solid_top_sample_mg_l,oakwood_total_suspended_solid_bottom_sample_mg_l,top_turbidity_nephelometric_turbidity_units,bottom_turbidity_ysi_nephelometric_turbidity_units,sampling_comment,long,lat,type
HR2,,2021-01-27T00:00:00.000,10:18 AM,D,,,17.00,,,,,,,,,,,,,,,,,,,,,,,,0.2,S,3.00,NW,1,,,,8.32,,,,,,260,,,,350,,0.024,,0.05,,0.033,,1.128,,0.078,,0.317,,58,,15.7,,76.16,,,2.36,,13.56,,,,25.27,,2.03,,,,,,,,,,,,,,,,13.81,,,-73.82403,"40.88791,",Provisional
WC3,,2021-01-27T00:00:00.000,11:43 AM,D,,,14.00,,,,,,,,,,,,,,,,,,,,,,,,0.2,S,6.00,NW,1,,,,8.11,,,,E,,14,,E,,2,,0.198,,0.122,,0.043,,0.46,,0.348,,0.161,,15,,10.4,,27.86,,,1.93,,12.16,,,,25.25,,3.48,,,,,,,,,,,,,,,,4.81,,,-73.84319,"40.81507,",Provisional
E7,,2021-01-27T00:00:00.000,11:17 AM,D,,,58.00,,,,,,,,,,,,,,,,,,,,,,,,0.6,W,10.00,NW,1,,,,8.11,,,,,,7,,,,2,,0.09,,0.052,,0.033,,0.435,,0.173,,0.13,,19,,14.1,,34.57,,,1.85,,11.99,,,,26.25,,3.15,,,,,,,,,,,,,,,,4.89,,,-73.8205,"40.805,",Provisional
E12,D,2021-01-27T00:00:00.000,10:49 AM,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,4,,E,,4,,0.019,,0.045,,0.033,,0.441,,0.078,,0.079,,21,,10.3,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.80945,"40.85444,",Provisional
WC1,,2021-01-27T00:00:00.000,11:33 AM,D,,,14.00,,,,,,,,,,,,,,,,,,,,,,,,0.3,S,4.00,NW,1,,,,8.08,,,,,,470,,,,104,,0.163,,0.069,,0.042,,0.481,,0.421,,0.192,,17,,10.9,,31.81,,,2.16,,12.41,,,,25.14,,2.70,,,,,,,,,,,,,,,,4.33,,,-73.84228,"40.82775,",Provisional
E12,,2021-01-27T00:00:00.000,10:49 AM,D,,,15.00,,,,,,,,,,,,,,,,,,,,,,,,0.3,S,5.00,NW,1,,,,8.36,,,,E,,4,,E,,12,,0.019,,0.045,,0.033,,0.407,,0.078,,0.085,,18,,10.1,,38.77,,,2.09,,13.52,,,,26.46,,1.82,,,,,,,,,,,,,,,,4.21,,,-73.80945,"40.85444,",Provisional
HR1,,2021-01-27T00:00:00.000,10:38 AM,D,,,19.00,,,,,,,,,,,,,,,,,,,,,,,,0.3,SE,3.00,NW,1,,,,8.39,,,,,,260,,,,124,,0.019,,0.064,,0.033,,0.47,,0.078,,0.093,,47,,10.4,,40.90,,,2.09,,13.86,,,,25.78,,1.66,,,,,,,,,,,,,,,,5.78,,,-73.82131,"40.8687,",Provisional
N4,,2021-02-03T00:00:00.000,11:58 AM,W,,,50.00,,,,,,,,,,,,,,,,,,,,,,,,0.4,N,9.00,NW,1,,,,7.82,,,,E,,50,,E,,16,,0.31,,0.344,,0.033,,0.792,,2.02,,0.082,,22,,2.73,,1.71,,,2.32,,9.80,,,,18.14,,8.33,,,,,,,,,,,,,,,,13.75,,,-74.005833,"40.7645,",Provisional
H3,,2021-02-03T00:00:00.000,10:27 AM,W,,,21.00,,,,,,,,,,,,,,,,,,,,,,,,1.1,S,10.00,NW,1,,,,7.93,,,,E,,64,,E,,4,,0.221,,0.212,,0.04,,0.519,,0.69,,0.141,,23,,8.1,,3.57,,,2.16,,9.56,,,,23.55,,8.40,,,,,,,,,,,,,,,,10.76,,,-73.93383,"40.828,",Provisional
N5,,2021-02-03T00:00:00.000,12:16 PM,W,,,54.00,,,,,,,,,,,,,,,,,,,,,,,,0.6,N,6.00,NW,1,,,,7.88,,,,E,,12,,E,,12,,0.232,,0.289,,0.04,,0.696,,1.18,,0.082,,17,,12,,2.13,,,2.39,,9.58,,,,22.30,,8.79,,,,,,,,,,,,,,,,8.52,,,-74.03,"40.7045,",Provisional
H3,D,2021-02-03T00:00:00.000,10:27 AM,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,56,,E,,8,,0.226,,0.209,,0.033,,0.49,,0.689,,0.121,,26,,19.5,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.93383,"40.828,",Provisional
E4,,2021-02-03T00:00:00.000,10:02 AM,W,,,80.00,,,,,,,,,,,,,,,,,,,,,,,,3.2,NE,10.00,NW,1,,,,8.01,,,,E,,60,,E,,12,,0.143,,0.174,,0.041,,0.713,,0.189,,0.127,,26,,13.2,,6.62,,,2.1,,9.63,,,,24.59,,8.19,,,,,,,,,,,,,,,,10.01,,,-73.922,"40.7825,",Provisional
N3B,,2021-02-03T00:00:00.000,11:43 AM,W,,,65.00,,,,,,,,,,,,,,,,,,,,,,,,0.3,N,11.00,NW,1,,,,7.80,,,,E,,32,,E,,36,,0.347,,0.369,,0.035,,0.805,,2.51,,0.092,,18,,1.96,,1.26,,,2.55,,10.00,,,,15.84,,7.92,,,,,,,,,,,,,,,,13.41,,,-73.96533,"40.82083,",Provisional
N1,,2021-02-03T00:00:00.000,11:20 AM,W,,,51.00,,,,,,,,,,,,,,,,,,,,,,,,0.1,N,12.00,NW,1,,,,7.79,,,,,,92,,E,,22,,0.411,,0.289,,0.033,,0.636,,3.26,,0.127,,24,,1.2,,1.09,,,2.85,,10.40,,,,11.58,,7.37,,,,,,,,,,,,,,,,16.63,,,-73.91617,"40.9145,",Provisional
E2,,2021-02-03T00:00:00.000,9:45 AM,W,,,59.00,,,,,,,,,,,,,,,,,,,,,,,,1.0,NE,7.00,NW,1,,,,8.01,,,,,,40,,,,42,,0.175,,0.225,,0.047,,0.683,,0.321,,0.121,,24,,10.9,,5.84,,,2.01,,9.27,,,,23.83,,8.97,,,,,,,,,,,,,,,,10.32,,,-73.970300,"40.735700,",Provisional
K1,,2021-02-04T00:00:00.000,12:09 PM,W,,,51.00,,,,,,,,,,,,,,,,,,,,,,,,0.4,NW,15.00,NW,1,,,,7.90,,,,E,,32,,E,,8,,0.241,,0.368,,0.05,,0.49,,1.415,,0.096,,13,,6.85,,2.11,,,2.1,,9.58,,,,21.85,,8.92,,,,,,,,,,,,,,,,8.27,,,-73.813,"40.643,",Provisional
K6,,2021-02-04T00:00:00.000,10:19 AM,W,,,21.00,,,,,,,,,,,,,,,,,,,,,,,,0.3,SE,13.00,NW,1,,,,7.98,,,,E,,4,,E,,4,,0.148,,0.081,,0.033,,0.39,,0.373,,0.121,,26,,18.7,,3.36,,,1.73,,9.72,,,,25.57,,8.31,,,,,,,,,,,,,,,,9.89,,,-74.10083,"40.51033,",Provisional
K3,,2021-02-04T00:00:00.000,11:42 AM,W,,,61.00,,,,,,,,,,,,,,,,,,,,,,,,0.3,N,13.00,NW,1,,,,7.78,,,,,,96,,,,52,,0.45,,1.15,,0.189,,1.937,,2.612,,0.266,,9,,9.76,,1.43,,,2.85,,9.44,,,,20.77,,9.23,,,,,,,,,,,,,,,,4.93,,,-74.19583,"40.6375,",Provisional
N8,,2021-02-04T00:00:00.000,9:53 AM,W,,,89.00,,,,,,,,,,,,,,,,,,,,,,,,0.5,S,12.00,WNW,1,,,,7.92,,,,E,,8,,E,,4,,0.225,,0.235,,0.049,,0.481,,1.267,,0.137,,19,,9.8,,2.03,,,2.05,,9.59,,,,22.60,,8.66,,,,,,,,,,,,,,,,7.88,,,-74.0455,"40.60617,",Provisional
K4,,2021-02-04T00:00:00.000,11:22 AM,W,,,42.00,,,,,,,,,,,,,,,,,,,,,,,,0.3,N,13.00,NW,1,,,,7.90,,,,E,,36,,,,68,,0.44,,0.473,,0.07,,0.819,,1.656,,0.127,,19,,24.1,,2.67,,,2.19,,9.78,,,,21.51,,8.70,,,,,,,,,,,,,,,,6.03,,,-74.21167,"40.567,",Provisional
K5,D,2021-02-04T00:00:00.000,11:02 AM,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,40,,E,,36,,0.282,,0.148,,0.033,,0.639,,0.621,,0.13,,16,,35,,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.25883,"40.50883,",Provisional
K2,,2021-02-04T00:00:00.000,11:54 AM,W,,,49.00,,,,,,,,,,,,,,,,,,,,,,,,0.3,NW,14.00,NW,1,,,,7.87,,,,E,,20,,E,,8,,0.39,,0.308,,0.049,,0.588,,1.788,,0.129,,13,,7.29,,1.86,,,2.24,,9.60,,,,21.78,,8.66,,,,,,,,,,,,,,,,8.53,,,-74.153,"40.64117,",Provisional
K5A,,2021-02-04T00:00:00.000,10:51 AM,W,,,25.00,,,,,,,,,,,,,,,,,,,,,,,,0.3,SE,14.00,NW,1,,,,8.04,,,,E,,12,,E,,16,,0.294,,0.094,,0.033,,0.459,,0.727,,0.101,,23,,24.6,,5.24,,,1.89,,10.30,,,,22.71,,7.71,,,,,,,,,,,,,,,,7.86,,,-74.24583,"40.4845,",Provisional
K5,,2021-02-04T00:00:00.000,11:02 AM,W,,,48.00,,,,,,,,,,,,,,,,,,,,,,,,0.2,NE,13.00,NW,1,,,,8.01,,,,E,,20,,E,,10,,0.281,,0.164,,0.033,,0.627,,0.608,,0.123,,15,,35.8,,5.42,,,1.97,,10.07,,,,23.44,,7.89,,,,,,,,,,,,,,,,6.71,,,-74.25883,"40.50883,",Provisional
N7,,2021-02-04T00:00:00.000,9:41 AM,W,,,58.00,,,,,,,,,,,,,,,,,,,,,,,,0.5,S,10.00,W,1,,,,7.92,,,,E,,12,,E,,14,,0.24,,0.255,,0.052,,0.656,,1.311,,0.113,,19,,9.08,,2.36,,,2.17,,9.64,,,,21.92,,8.60,,,,,,,,,,,,,,,,8.41,,,-74.05383,"40.64383,",Provisional
N6,,2021-02-04T00:00:00.000,12:19 PM,W,,,48.00,,,,,,,,,,,,,,,,,,,,,,,,0.5,NE,15.00,NW,1,,,,7.92,,,,E,,40,,E,,6,,0.262,,0.246,,0.056,,0.72,,1.662,,0.105,,16,,6.65,,1.88,,,2.11,,9.64,,,,20.55,,8.90,,,,,,,,,,,,,,,,10.22,,,-74.05133,"40.66467,",Provisional
WC2,,2021-02-09T00:00:00.000,9:52 AM,W,,,13.50,,,,,,,,,,,,,,,,,,,,,,,,0.3,E,9.00,E,1,,,,8.14,,,,,,210,,E,,76,,0.147,,0.301,,0.033,,0.797,,0.36,,0.169,,11,,64.1,,25.31,,,2.86,,11.62,,,,23.98,,8.41,,,,,,,,,,,,,,,,5.06,,,-73.83984,"40.83888,",Provisional
WC1,,2021-02-09T00:00:00.000,10:03 AM,W,,,18.70,,,,,,,,,,,,,,,,,,,,,,,,0.4,E,9.00,E,1,,,,8.10,,,,E,,120,,E,,52,,0.164,,0.221,,0.033,,0.66,,1.11,,0.159,,8,,20.2,,5.95,,,2.28,,10.97,,,,23.44,,8.08,,,,,,,,,,,,,,,,6.68,,,-73.84228,"40.82775,",Provisional
E8,,2021-02-09T00:00:00.000,11:50 AM,W,,,117.00,,,,,,,,,,,,,,,,,,,,,,,,0.6,W,9.00,E,1,,,,8.10,,,,E,,14,,E,,2,,0.096,,0.076,,0.044,,0.541,,0.078,,0.167,,9,,6.16,,4.72,,,1.8,,10.28,,,,24.53,,7.83,,,,,,,,,,,,,,,,3.68,,,-73.8205,"40.805,",Provisional
E13,D,2021-02-09T00:00:00.000,10:19 AM,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,20,,<,,2,,0.12,,0.119,,0.041,,0.434,,0.092,,0.119,,18,,6.94,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.84111,"40.80611,",Provisional
E12,,2021-02-09T00:00:00.000,11:35 AM,W,,,10.80,,,,,,,,,,,,,,,,,,,,,,,,0.8,E,9.00,E,1,,,,8.20,,,,<,,10,,<,,10,,0.019,,0.045,,0.033,,0.366,,0.078,,0.11,,9,,4.6,,3.76,,,1.77,,10.84,,,,24.77,,7.36,,,,,,,,,,,,,,,,37.80,,,-73.80945,"40.85444,",Provisional
E6,,2021-02-09T00:00:00.000,12:09 PM,W,,,24.00,,,,,,,,,,,,,,,,,,,,,,,,0.6,W,9.00,E,1,,,,8.05,,,,E,,26,,E,,6,,0.176,,0.229,,0.036,,0.621,,0.143,,0.152,,10,,6.72,,4.74,,,2.28,,10.10,,,,23.79,,8.12,,,,,,,,,,,,,,,,4.76,,,-73.86083,"40.7855,",Provisional
WC3,,2021-02-09T00:00:00.000,10:13 AM,W,,,12.50,,,,,,,,,,,,,,,,,,,,,,,,0.4,E,9.00,E,1,,,,8.03,,,,E,,10,,<,,4,,0.192,,0.184,,0.047,,1.239,,0.178,,0.144,,9,,21.8,,4.27,,,1.96,,10.13,,,,23.75,,8.17,,,,,,,,,,,,,,,,4.82,,,-73.84319,"40.81507,",Provisional
HR1,,2021-02-09T00:00:00.000,11:26 AM,W,,,19.00,,,,,,,,,,,,,,,,,,,,,,,,0.6,E,9.00,E,1,,,,8.14,,,,E,,50,,E,,40,,0.074,,0.087,,0.036,,1.082,,0.31,,0.141,,9,,4.49,,3.09,,,2.02,,10.60,,,,23.29,,7.52,,,,,,,,,,,,,,,,5.27,,,-73.82131,"40.8687,",Provisional
HR2,,2021-02-09T00:00:00.000,11:10 AM,W,,,16.10,,,,,,,,,,,,,,,,,,,,,,,,0.6,E,9.00,E,1,,,,8.07,,,,E,,480,,E,,180,,0.12,,0.072,,0.085,,0.663,,0.428,,0.223,,25,,25.2,,6.37,,,2.11,,10.08,,,,23.02,,8.09,,,,,,,,,,,,,,,,11.44,,,-73.82403,"40.88791,",Provisional
HR03,,2021-02-09T00:00:00.000,11:18 AM,W,,,12.50,,,,,,,,,,,,,,,,,,,,,,,,0.6,E,9.00,E,1,,,,8.12,,,,E,,150,,E,,60,,0.085,,0.061,,0.033,,0.534,,0.289,,0.126,,11,,6.32,,5.14,,,2.04,,10.45,,,,23.56,,7.71,,,,,,,,,,,,,,,,7.28,,,-73.82087,"40.88087,",Provisional
E13,,2021-02-09T00:00:00.000,10:19 AM,W,,,19.50,,,,,,,,,,,,,,,,,,,,,,,,0.7,E,9.00,E,1,,,,8.04,,,,E,,10,,E,,8,,0.145,,0.129,,0.055,,0.395,,0.112,,0.113,,14,,17.7,,4.96,,,2,,10.02,,,,24.21,,8.00,,,,,,,,,,,,,,,,6.11,,,-73.84111,"40.80611,",Provisional
E7,,2021-02-09T00:00:00.000,11:59 AM,W,,,65.00,,,,,,,,,,,,,,,,,,,,,,,,0.6,W,9.00,E,1,,,,8.11,,,,E,,12,,E,,4,,0.075,,0.052,,0.034,,0.292,,0.078,,0.116,,12,,6.81,,5.05,,,2.1,,10.33,,,,24.70,,7.76,,,,,,,,,,,,,,,,3.92,,,-73.8205,"40.805,",Provisional
J11,,2021-02-11T00:00:00.000,9:19 AM,W,,,26.00,,,,,,,,,,,,,,,,,,,,,,,,1.9,W,10.00,NE,1,,,,8.01,,,,,,82,,,,620,,0.074,,0.13,,0.033,,0.502,,0.078,,0.06,,12,,9,,17.42,,,1.52,,11.68,,,,30.06,,2.50,,,,,,,,,,,,,,,,2.39,,,-73.93133,"40.58167,",Provisional
N9A,,2021-02-11T00:00:00.000,9:08 AM,W,,,19.00,,,,,,,,,,,,,,,,,,,,,,,,1.9,W,10.00,NE,1,,,,7.94,,,,,,200,,,,160,,0.06,,0.08,,0.033,,0.556,,0.078,,0.055,,12,,4.32,,8.40,,,1.57,,10.72,,,,31.16,,3.36,,,,,,,,,,,,,,,,1.96,,,-73.9355,"40.56783,",Provisional
J1,,2021-02-11T00:00:00.000,9:33 AM,W,,,34.50,,,,,,,,,,,,,,,,,,,,,,,,1.6,W,10.00,NE,1,,,,8.07,,,,E,,20,,E,,32,,0.051,,0.086,,0.033,,0.54,,0.078,,0.079,,16,,10.9,,20.31,,,1.62,,12.26,,,,30.50,,2.03,,,,,,,,,,,,,,,,2.10,,,-73.88467,"40.57333,",Provisional
J1,D,2021-02-11T00:00:00.000,9:33 AM,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<,,2,,E,,4,,0.05,,0.047,,0.033,,0.478,,0.078,,0.053,,21,,14,,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.88467,"40.57333,",Provisional
J12,,2021-02-11T00:00:00.000,10:35 AM,W,,,37.00,,,,,,,,,,,,,,,,,,,,,,,,0.9,W,10.00,NE,1,,,,8.28,,,,E,,8,,E,,8,,0.019,,0.047,,0.033,,0.664,,0.078,,0.138,,16,,14.8,,31.15,,,3.38,,12.53,,,,26.73,,1.17,,,,,,,,,,,,,,,,1.37,,,-73.80633,"40.633,",Provisional
J7,,2021-02-11T00:00:00.000,10:17 AM,W,,,30.00,,,,,,,,,,,,,,,,,,,,,,,,0.9,W,10.00,NE,1,,,,8.24,,,,E,,4,,E,,2,,0.019,,0.07,,0.033,,0.655,,0.078,,0.151,,8,,17.4,,39.96,,,2.59,,12.63,,,,26.74,,1.20,,,,,,,,,,,,,,,,1.44,,,-73.82083,"40.64533,",Provisional
J8,,2021-02-11T00:00:00.000,9:58 AM,W,,,33.00,,,,,,,,,,,,,,,,,,,,,,,,0.8,W,10.00,NE,1,,,,8.22,,,,<,,4,,E,,30,,0.054,,0.073,,0.033,,0.605,,0.078,,0.134,,23,,20.1,,38.36,,,2.16,,13.14,,,,27.99,,1.36,,,,,,,,,,,,,,,,2.09,,,-73.82083,"40.64533,",Provisional
BB4,,2021-02-11T00:00:00.000,10:13 AM,W,,,21.00,,,,,,,,,,,,,,,,,,,,,,,,0.9,W,10.00,NE,1,,,,8.23,,,,E,,150,,,,48,,0.083,,0.093,,0.033,,0.555,,0.078,,0.127,,9,,19.7,,51.03,,,2.51,,12.60,,,,27.10,,1.40,,,,,,,,,,,,,,,,1.78,,,-73.823320,"40.652640,",Provisional
J5,,2021-02-11T00:00:00.000,10:44 AM,W,,,23.00,,,,,,,,,,,,,,,,,,,,,,,,1.9,W,10.00,NE,1,,,,8.26,,,,E,,6,,E,,10,,0.019,,0.045,,0.033,,0.572,,0.078,,0.076,,10,,18.9,,30.02,,,2.41,,12.78,,,,27.36,,1.06,,,,,,,,,,,,,,,,1.84,,,-73.809,"40.59767,",Provisional
JA1,,2021-02-11T00:00:00.000,10:28 AM,W,,,24.00,,,,,,,,,,,,,,,,,,,,,,,,0.9,W,10.00,NE,1,,,,8.25,,,,E,,4,,E,,12,,0.081,,0.08,,0.033,,0.828,,0.078,,0.142,,8,,18.6,,33.83,,,2.69,,12.86,,,,26.87,,1.35,,,,,,,,,,,,,,,,1.80,,,-73.813,"40.643,",Provisional
GC3,,2021-02-16T00:00:00.000,9:21 AM,W,,,8.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.82,,,,,,7000,,,,3200,,0.286,,0.416,,0.078,,0.843,,0.642,,0.141,,38,,14.4,,12.41,,,2.5,,11.04,,,,25.34,,2.51,,,,,,,,,,,,,,,,7.22,,dredging and floatable,-73.98824,"40.67943,",Provisional
GC5,,2021-02-16T00:00:00.000,9:50 AM,W,,,9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.80,,,,,,30000,,E,,11000,,0.262,,0.476,,0.103,,1.23,,0.802,,0.192,,49,,9.2,,9.60,,,3.09,,11.17,,,,23.86,,2.80,,,,,,,,,,,,,,,,9.09,,,-73.99005,"40.67614,",Provisional
GC4,D,2021-02-16T00:00:00.000,9:33 AM,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,E,,16000,,0.237,,0.42,,0.078,,0.984,,0.774,,0.191,,41,,15.2,,,,,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.98907,"40.67803,",Provisional
GC6,,2021-02-16T00:00:00.000,10:06 AM,W,,,14.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.77,7.80,,,,,2072,27000,,,6600,6000,0.235,,0.402,,0.073,,0.987,,0.668,0.637,0.217,,44,52,10.2,,9.41,16.00,,2.64,,10.94,10.68,,,25.13,26.21,2.74,2.68,,,,,,,,,,,,,,,13.36,14.17,,-73.99639,"40.67417,",Provisional
CIC2,,2021-02-16T00:00:00.000,10:45 AM,W,,,10.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.80,,,,,,23000,,E,,15000,,0.389,,0.423,,0.059,,1,,2.618,,0.109,,27,,4.95,,10.45,,,2.13,,10.50,,,,26.51,,3.65,,,,,,,,,,,,,,,,4.63,,,-73.98564,"40.58167,",Provisional
GC4,,2021-02-16T00:00:00.000,9:33 AM,W,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.79,,,,,,22000,,E,,13000,,0.262,,0.404,,0.083,,1.02,,0.754,,0.133,,41,,11.8,,11.94,,,2.22,,11.13,,,,24.06,,2.71,,,,,,,,,,,,,,,,10.81,,"Bridge open, construction, sample taken at an edge of bridge",-73.98907,"40.67803,",Provisional
SP1,,2021-02-16T00:00:00.000,11:20 AM,W,,,3.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.21,,,,E,,110,,E,,10,,0.074,,0.217,,0.033,,0.809,,0.591,,0.117,,72,,39,,75.18,,,2.21,,13.43,,,,27.66,,2.69,,,,,,,,,,,,,,,,3.72,,,-73.86029,"40.65507,",Provisional
J16,,2021-02-17T00:00:00.000,10:42 AM,W,,,13.40,,,,,,,,,,,,,,,,,,,,,,,,0.8,SE,10.00,NW,1,,,,8.30,,,,E,,20,,E,,8,,0.019,,0.045,,0.033,,0.716,,0.078,,0.144,,15,,30.3,,19.12,,,1.98,,12.57,,,,29.04,,0.71,,,,,,,,,,,,,,,,4.19,,,-73.84761,"40.61143,",Provisional
J10,,2021-02-17T00:00:00.000,10:00 AM,W,,,39.00,,,,,,,,,,,,,,,,,,,,,,,,0.9,SW,10.00,NW,1,,,,8.22,,,,E,,4,,E,,2,,0.019,,0.045,,0.033,,0.547,,0.078,,0.094,,52,,34,,13.33,,,2.21,,12.87,,,,29.83,,1.85,,,,,,,,,,,,,,,,1.58,,,-73.89472,"40.62167,",Provisional
J9A,,2021-02-17T00:00:00.000,9:47 AM,W,,,24.50,,,,,,,,,,,,,,,,,,,,,,,,0.6,SE,10.00,NW,1,,,,8.23,,,,E,,12,,E,,6,,0.063,,0.418,,0.042,,0.613,,0.078,,0.129,,37,,38.6,,16.71,,,2.52,,13.02,,,,29.66,,2.02,,,,,,,,,,,,,,,,2.55,,,-73.87367,"40.63383,",Provisional
J2,D,2021-02-17T00:00:00.000,10:09 AM,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,12,,E,,2,,0.019,,0.062,,0.033,,0.545,,0.078,,0.092,,53,,39,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.88583,"40.60805,",Provisional
J3,,2021-02-17T00:00:00.000,9:54 AM,W,,,39.00,,,,,,,,,,,,,,,,,,,,,,,,1.3,SW,10.00,NW,1,,,,8.22,,,,<,,4,,E,,2,,0.019,,0.053,,0.033,,0.506,,0.078,,0.105,,38,,39.1,,9.84,,,2.05,,12.85,,,,29.76,,1.86,,,,,,,,,,,,,,,,1.67,,,-73.88283,"40.627,",Provisional
J18,,2021-02-17T00:00:00.000,10:49 AM,W,,,11.60,,,,,,,,,,,,,,,,,,,,,,,,0.8,SE,10.00,NW,1,,,,8.25,,,,E,,32,,<,,4,,0.023,,0.182,,0.04,,0.564,,0.078,,0.133,,53,,40.1,,10.88,,,2.35,,12.92,,,,29.47,,0.66,,,,,,,,,,,,,,,,3.82,,,-73.84795,"40.61932,",Provisional
J14,,2021-02-17T00:00:00.000,10:26 AM,W,,,6.80,,,,,,,,,,,,,,,,,,,,,,,,0.8,SE,10.00,NW,1,,,,8.30,,,,E,,8,,E,,8,,0.019,,0.109,,0.033,,0.687,,0.078,,0.125,,92,,40.7,,20.97,,,2.32,,11.96,,,,29.17,,0.88,,,,,,,,,,,,,,,,4.95,,,-73.82378,"40.60917,",Provisional
J2,,2021-02-17T00:00:00.000,10:09 AM,W,,,45.00,,,,,,,,,,,,,,,,,,,,,,,,1.3,SW,10.00,NW,1,,,,8.23,,,,E,,30,,E,,6,,0.019,,0.064,,0.033,,0.564,,0.078,,0.096,,48,,32.9,,16.04,,,2.23,,12.74,,,,29.82,,1.75,,,,,,,,,,,,,,,,1.51,,,-73.88583,"40.60805,",Provisional
